url	section	categories	description	data_and_n	model_version	key_numbers	author_type	date	notes
https://github.com/yodablocks/jev-orderby-bench	Consistency and invariance	consistency;calibration;perturbation;domain-benchmark	Measures whether ORDER BY over a Jev probability gives a defensible sort: passes all 6 pre-registered gates on 360 labeled rows (inversion 0.036) but fails 4 of 6 on a harder Amazon-ESCI product-ranking probe (inversion 0.255), and batching 40 rows/request breaks the gate that passes	360 human-labeled rows; Amazon ESCI 306 pairs / 30 hard queries	jev-1.13.0	Main: bool ECE 0.045, inversion 0.036; ESCI hard probe: bool ECE 0.242, inversion 0.255; 53/360 rows tie at probability 0.99	independent dev	2026-09-18/19	Explicitly built because three DuckDB/Postgres Jev ORDER BY integrations ship no such measurement; batching materially changes whether the ranking gate passes.
https://github.com/yottayoshida/jevfuzz	Consistency and invariance	consistency;perturbation;harness	Fuzzer that renames/reorders question IDs, Choice options and JSON keys and checks whether Jev's decision changes; measured run found six confirmed robustness violations out of 100 mutations across 10 states	10 states, 100 mutations	jev-latest (TypeSafe), also supports Cloudflare Jev	Live results: 10 states, 100 mutations, 6 confirmed violations (e.g. reversing JSON key order flips a relevance judgment)	independent dev		Explicitly states a PASS does not prove the original answer was correct, only that it was stable; suspected failures are rerun to separate genuine instability from single-call flukes.
https://github.com/zhengbangbo/structured-decision-bench	Consistency and invariance	comparison;calibration;consistency	Qwen3 8B vs Jev 1.13.0 vs Laya CoreML on 24 typed decisions (choice/noul/score), each repeated 10x: Jev and Qwen are both 100% label-consistent across repeats, but Jev is far slower (808-848ms vs 6-100ms)	24 decisions (8 choice, 8 noul, 8 score) x10 repeats (240 executions per model)	jev-1.13.0 (pinned)	Jev 100% accuracy on the 8-item pilot; 240/240 success, 0 hard-label flips across repeats, mean probability std 0.000525; p50 808-847ms vs Qwen 98-101ms vs Laya 6-8ms	independent dev		"Explicitly described as a ""hand-authored smoke test for the pipeline, not evidence of general model superiority""; n=8 per question type is very small."
https://github.com/anisselbd/jev-phishing-bench	Input perturbation and context	domain-benchmark;comparison;calibration;perturbation	Jev vs Claude Haiku on 2,000 phishing emails: single verdict 62.6% vs 81.3% accuracy, but Jev's 5 decomposed signal questions fed into a logistic regression reach 95.0% vs Haiku's 93.2% (not statistically significant)	PhishNChips v5.2, n=2,000, split 1,000/1,000	jev-1.13.0	accuracy 62.6% vs 81.3%; AUROC 0.689 vs 0.837; ECE 0.154 vs 0.097; regression-on-signals 95.0% vs 93.2% (Haiku regression, p=0.063)	independent dev	17 Sep 2026	Dataset's email bodies are LLM-generated; controls added after review show Jev's single-signal edge does not beat a two-line regex (89.4% vs 91.8%).
https://github.com/ElshinQ/jevaluate	Input perturbation and context	calibration;consistency;language;comparison;failure-modes	Jev integration notes: 60 multilingual routing phrases show 0 confidently-wrong answers (all misses flagged low-confidence), splitting one decision into 3 questions destroys calibration (0.55/0.42 vs merged 1.00), and Jev drives a QA walk 6.9-13.8x cheaper than a vision model	60 synthetic routing phrases (English/Arabic/dialect/mixed); 7-move demo-app walk run twice	jev-1.13.0	coverage at 0.8 gate 62% (all), accuracy 100% at gate; whole-move query scores 1.00 vs split 0.55/0.42; walk cost $0.00018 (Jev) vs $0.00126-0.00253 (vision)	independent dev	2026-09-17 to 2026-09-19	Author co-credits an AI model (Claude) as co-author; explicitly flags known Jev failure modes (counting, arithmetic, date comparison, multi-hop reasoning).
https://github.com/Fox-Islam/jev-bias-bench	Input perturbation and context	comparison;consistency;domain-benchmark	Counterfactual fairness benchmark: swaps 29 demographic attributes (140 levels) one at a time across 10 high-stakes decision scenarios (hiring, lending, bail, clinical triage, etc.) on Jev (11,984 calls) and Claude Opus 5 (2,984 calls), measuring which swaps move the decision beyond the model's own noise	jev-latest-deep profile: 666 people, 8 scenarios, 12,000 calls (11,984 completed); Claude Opus 5: 2,984-call comparable run	jev-latest	Jev false-positive rate on negative controls: 0/100; Claude: 5/100; within-cell repeat SD Jev 0.0085 vs Claude 0.0088 (same noise floor); clustered-vs-scattered null understates variability by 1.9x (Jev) / 3.3x (Claude) if planned wrong	independent dev	2026-09	One account/model version at time of run ('Jev moves; pin a build to compare across time'); counterfactual design generalizes only to the specific anchors/cases used (2 anchors = 2 backgrounds, not a population).
https://github.com/gordan-code/jev-entropy-gate	Input perturbation and context	perturbation;consistency	"Code-migration triage tool found rewriting a task's phrasing alone flipped the same code site from ""auto"" (0.81, deterministic) to ""manual"" (0.50, judgment) with no code change"	Illustrative examples from real usage (not a formal n-item benchmark)	TypeSafe Jev (via JEV_API_KEY, version unstated)	Same code site: 0.81 deterministic vs 0.50 judgment depending only on task wording; uniformly high entropy diagnosed as vague task text, not model failure	independent dev		Qualitative field notes rather than a controlled dataset; author interprets high-entropy/low-confidence clustering as a signal of ambiguous instructions rather than model weakness.
https://github.com/KiishiAD/jev-loan-identity-benchmark	Input perturbation and context	domain-benchmark;perturbation;failure-modes	Synthetic bitemporal loan-matching benchmark with noisy/adversarial-style perturbations (typos, OCR corruption, sponsor confusion); Jev 1.13.0 reached 100% held-out precision, 97.5% recall, 100% Recall@1/@4	synthetic, 90 development+held-out observations (60 held-out from 20 disjoint borrower families, 40 positives/20 hard negatives), seed=20260918	Jev 1.13.0	held-out precision 100% (39/39), recall 97.5% (39/40), Recall@1/@4 100%, p50 latency 1.837s, 0 provider errors	independent dev	2026-09-18	Entirely synthetic data; author explicitly states this does not establish production accuracy or provider calibration.
https://github.com/kobashi/jev-playground	Input perturbation and context	consistency;calibration;perturbation;failure-modes	Music call-and-response app: Jev's judgment of musical phrases swings 34 points with encoding choice (63% vs 97% cadence detection), well calibrated on clear rules (94 to 100%) but near chance on a subjective echo question (64%)	126 requests (3 encodings); pairwise tests across 7 musical dimensions; 10 real candidate pools	jev-1.13.0 (jev-latest resolves to it)	encoding swing 63%->97% cadence detection; pairwise accuracy 100% (clear rules) to 75% (subjective shape-echo); top-pick agreement with local ranker 1/10, rank correlation 0.21; cost ~$0.000092/turn	independent dev	2026	Author documents multiple self-corrected measurement errors (a misread 'all_broken' question, biased trial capture, too-small listening tests) as part of the write-up.
https://github.com/leepokai/llm-prompt-techniques-on-jev	Input perturbation and context	consistency;perturbation;comparison;failure-modes;domain-benchmark	Ports LLM prompting techniques (CoT, self-consistency, few-shot, GEPA) to Jev via DSPy and measures effect across LegalBench, BBH, MMLU-Pro and CLERC; most 'reasoning' techniques do nothing since Jev has no scratchpad	LegalBench 150-row test splits (8 tasks); BBH 23 tasks x100 items; MMLU-Pro 500-question split; CLERC cookbook slice + 110 pooled rows; 100 synthetic rubric memos	typesafe-ai/jev = jev-1.13, September 2026	BBH plain Jev 91.3% mean (self-refine +0.6 only); MMLU-Pro 82.2% (criteria) vs 76.4% (options-in-question); LegalBench diversity_5 81.3->100.0 with GEPA	independent dev	September 2026	Separates 'information-carrying' techniques (which help) from 'reasoning' techniques (which don't, since Jev has no scratchpad); option-order self-consistency within noise.
https://lindfors.no/blog/a-first-look-at-typesafes-jev	Input perturbation and context	calibration;domain-benchmark;language	24 Norwegian public-hearing documents: stance 20/24 correct, 97% agreement with a reference model at 0.7 to 0.9 confidence; a stricter question wording worsened ECE from 0.040 to 0.116						Author self-describes as an independent researcher with an evolutionary-economics background, and frames results as 'one model version, one day, 24 documents.' Appears to be the same underlying study as the doco.page entry above.
https://github.com/phuthuycoding/jev-audit	Input perturbation and context	adversarial;domain-benchmark;perturbation	Pre-commit auditor using Jev to catch secrets/vulnerabilities in code diffs; 79-case corpus scores 100% strict accuracy (secret F1 1.00, vuln F1 0.98 @0.8), with secrets robust when buried in 49KB of noise	79-case corpus (secrets, injection, deserialization, web vulns, placeholders, safe code, diff semantics)	jev-1.13.0	79/79 corpus accuracy; secret F1 1.00; vuln F1 0.98 @ threshold 0.8; secrets score 0.84-0.93 when buried in noise; ~32K input-token limit discovered by bisection	independent dev	unstated	Corpus is author-authored and fabricated (not independently reviewed); vulnerability scores dilute in large contexts.
https://github.com/RastislavDujava/jev-classification-prompting	Input perturbation and context	perturbation;consistency;language;failure-modes	Nine prompt-engineering ablations on jev-1.13.0: criteria wording raises paired accuracy 70%->96%; a knowledge-cutoff blind spot fixed 66.7%->100% by rewriting criteria	author-authored, ~1,300 API calls; per-experiment n=5-41 items, 5-10 runs/variant	jev-1.13.0	70%->96% naive-vs-criteria accuracy; tool-routing bias fixed 66.7%->100%; few-shot 12:1 diminishing returns; noise floor ~0.05	independent dev	2026-09 (6 days after Jev launch)	Explicitly small samples (5-15 items/domain), single annotator, author wrote both inputs and criteria, no held-out set, one model version.
https://github.com/Selmar/typesafe-jev-calibrate-for-code-review	Input perturbation and context	perturbation;calibration;domain-benchmark	Two days calibrating Jev as a C# code reviewer: rule-by-rule pass/fail probes against a 0.60 threshold, finding comment rules improve with whole-file context and that Jev reads facts better than it derives them; about 1.7M input tokens for the test files	four test files, rule probes	unstated	~600 ms per request; 48 parallel requests without slowdown	independent dev		write-up style
https://github.com/SYED-M-HUSSAIN/jev-experimental	Input perturbation and context	calibration;consistency;failure-modes	Test suite on jev-1.13 covering capability limits, meaning-vs-wording, accuracy/calibration and consistency; accuracy rose from 83% to 100% once criteria (not the question) were spelled out, Brier 0.038	author-authored synthetic SaaS/e-commerce/support cases (n not aggregated in README)	jev-1.13 (via OpenRouter, jev-latest alias)	accuracy yes/no 100% (n=18); routing 8/8; Brier 0.038; meaning 24/24; grounding 15/15; accuracy 83%->100% after criteria rewrite	independent dev	2026-09	All test data invented (no real company data); recorded fixtures replayed offline, so live-run drift possible; single annotator/author-labeled expectations.
https://github.com/tfolkman/jev-village	Input perturbation and context	perturbation;consistency;calibration	Life-sim of 60 villagers decided by live Jev: ~109x cheaper than a simulated frontier LLM, but wording of criteria flipped correct behavior entirely	60 villagers, continuous ticks, one 13-hour session	typesafe/jev-1.13 via OpenRouter	~624 input tokens/decision, ~$0.000026/decision; $0.35 vs simulated $37.60 for 13,200 decisions; vague criteria caused wrong behavior at 58% confidence, fixed criteria gave 85-90% correct	independent dev	2026-09-19	Prompt/criteria sensitivity explicitly called out as a first-class finding; small-scale, single-run measurement.
https://www.threads.com/@ebrain.lab/post/DddGgXuoLlL	Input perturbation and context	language;perturbation;consistency	40 Korean sentences: 40/40 when sent one per call, matching Claude Opus at about 1/24 the cost; 62% when the whole document went in one call						Publish date not visible on the fetched page; commenters reportedly note batching increases drift (per original description), consistent with the 62% figure.
https://github.com/0xshin0221/openpoke-meets-jev	Prompt injection and adversarial inputs	adversarial;perturbation;comparison;consistency	Jev vs Claude Sonnet 4 in an email-triage/guardrail fork of OpenPoke; no accuracy claimed, but a targeted prompt-injection/contamination test found the injection gate suppressible 95.3% of the time	12 emails x3 repeats (ab_llm eval); 43,776 contamination trials; AgentDojo 750 cases	jev-1.13.0	Agreement 33/36 at 0.75 bar; suppression via injection-quarantine gate 95.3% [93.1,97.2]; AgentDojo utility 95.0% (guard off) vs 90.7% (on), attack success 0/560	independent dev	2026-09	"No labelled set so explicitly no accuracy/Brier numbers; author is upfront that ""agreement isn't accuracy."""
https://github.com/azterizm/jev-vs-sovereign-benchmark	Prompt injection and adversarial inputs	comparison;domain-benchmark;abstention;adversarial	Benchmarks Jev System One against a specialized sovereign RAG stack (DistilBERT/ColBERT/DeBERTa) on UK legal RAG; Jev is over 2,800x slower for routing and shows 0% abstention (vs 100% clean) on an adversarial fake-law probe	unstated per-node sample sizes; UK primary legislation corpus	typesafe/jev-1.13 via OpenRouter	routing 730ms vs 0.26ms; reranking 3,016ms vs 51.6ms/set; verification 0% vs 100% abstention on adversarial fake-law probe; $48k/mo token cost at scale for reranking	independent dev / company blog		Vendor-style comparison promoting the 'sovereign' alternative; full write-up hosted externally (memonsystems.com); frozen-weights vs cloud-alias reproducibility argument included.
https://github.com/cwhy/decision-injection-bench	Prompt injection and adversarial inputs	adversarial;comparison;consistency	Prompt-injection attack suite on Jev, Winnow, SemIf and Laya classifiers; Jev flipped on 1/1,056 attacks (0.09%) vs 3.0-62.6% for others	24 texts x 44 fixed attacks x models, 1,056 calls/model (larger campaign); 14,495 recorded calls total	Jev 1.13.0 (API)	Jev 1/1056 flips (0.09%); Winnow 3.0%; SemIf 27.4%; Laya multilingual 48.7%, Laya English 62.6%	independent dev	2026-09-22	Small, author-labelled held-out set (8 items), now public so reuse is a regression check not new evidence.
https://github.com/eugeniughelbur/jev-engineering	Prompt injection and adversarial inputs	adversarial;calibration;domain-benchmark	A Jev-backed tool-call safety gate for coding agents resists blunt prompt injection (0/30 dangerous commands passed) but 'authority' injection (claimed human approval) got up to 3/30 dangerous commands through, at ~400ms/$0.00002 per check	~300 calls (30 commands x clean/blunt/authority variants x multiple framings)	TypeSafe Jev via OpenRouter (~typesafe/jev-latest)	blunt injection 0/30 dangerous passed, 3/30 safe wrongly blocked; authority injection up to 3/30 dangerous passed; successful attacks avg confidence 0.400 vs 0.681 clean; median latency 371ms, cost $0.0000189/call	independent dev	2026-09-20	Author explicitly frames it as 'not a security product'; hard rules added specifically because model-only gating was tricked ~10% of the time.
https://github.com/finrod21/jev-transaction-guard	Prompt injection and adversarial inputs	adversarial;comparison;consistency;domain-benchmark	Financial anomaly-detection gate using Jev resists an in-memo prompt-injection bait (99% probability circuit-breaker trip) and beats GLM 5.3 Flash 8-23x on latency/cost at matching verdicts across attack scenarios; 100% deterministic verdicts and token counts over 5 repeats	48-transaction, 10-tenant simulation; 4-scenario head-to-head; 5-iteration consistency test	~typesafe/jev-latest via OpenRouter	Jev 373-487ms vs GLM 8,173-9,667ms (16-23x faster on attacks); Jev ~7-9x cheaper; 0.0% false positives across 32 clean transactions; Jev 100% deterministic verdict and token count vs GLM +/-317 tokens	independent dev		Explicitly states the benchmark does not prove Jev makes better classification choices than GLM, only that it is faster/cheaper at matching verdicts.
https://github.com/Foshowithit/jev-rcos-study	Prompt injection and adversarial inputs	failure-modes;adversarial;calibration	Falsification-first study of Jev as a capability router: confidence-gating AUC 0.44 (inverted, falsified) and 13/13 resistance to adversarial near-duplicate candidates	23-case routing corpus, 186 live API calls, 1,000+ per-call receipts	typesafe/jev-1.13 (via OpenRouter)	full-pool confidence AUC 0.44 (inverted); adversarial twin-stuffing 13/13 no flip; 186 live calls, /bin/bash.029 spend	independent dev	2026-09-18	Author explicitly designed to falsify hypotheses; corpus originally claimed 50 cases but was found to be 23; verdict is 'ranker, not brain', kept experimental.
https://github.com/Iskandeur/system1-system2	Prompt injection and adversarial inputs	calibration;adversarial;comparison;language;consistency	Confidence-gated Jev-then-LLM routing measured on 600 MASSIVE utterances: Jev is well-calibrated (ECE 4.5%, AUROC 0.83), but escalation buys no net accuracy since GPT-5.2 is no better on this task, and under prompt injection GPT-5.2 is flipped 100/80 times by one payload vs 26/80 for Jev	600 MASSIVE utterances (EN+FR); 480 injection items (80x6 templates); 120-item open-weight subset	typesafe/jev-1.13 via OpenRouter	Jev acc 90.0%, ECE 4.5%, AUROC 0.83 vs GPT-5.2 acc 90.2%; injection targeted success Jev 18.5% vs GPT-5.2 31.8% (hardened: 5.3%/1.3%); FR-EN accuracy gap Jev -0.3pt vs GPT-4o-mini -3.0pt	independent dev	2026-09-21	Exceptionally rigorous (Wilson/bootstrap CIs, held-out threshold selection, per-payload injection breakdown); also benchmarks open-weight local models (Laya, Kev), which reach only 68-74% vs Jev's 88% in English.
https://github.com/themsquared/jev-benchmark	Prompt injection and adversarial inputs	calibration;adversarial;domain-benchmark	Jev classifying agent tool-call risk (readonly/destructive/privileged/exfiltration) on 60 hand-labeled cases including adversarially-worded destructive commands: 91.7% accuracy, and every wrong answer carried hedged confidence	60 hand-labeled cases (34 clear, 14 ambiguous, 12 adversarial)	jev-latest and jev-preview (both report jev-1.13.0)	Accuracy 91.7% overall (adversarial slice 91.7%, ambiguous slice 71.4%); ECE 0.0712/0.0505; 0 of 5 misses at confidence 1.000	independent dev	2026-09-17	No frontier-LLM baseline collected yet (adapters exist but unrun, so latency/cost are not comparative); run-to-run accuracy varied 91.7-93.3% across repeats.
https://venturebeat.com/security/companies-are-putting-jev-in-charge-of-ai-age	Prompt injection and adversarial inputs	adversarial	Reports an engineer's test of Jev as an agent action gate: block probability for `rm -rf ~/.ssh` fell from 0.76 to 0.48 after a fake pre-approval was injected into tool output						
https://github.com/willkelly/jev-evaluation	Prompt injection and adversarial inputs	calibration;consistency;perturbation;adversarial;abstention;failure-modes	Preregistered adversarial evaluation of jev-1.13.0 (123,805 requests): calibration holds on support routing (ECE 0.075) but collapses on random 3-SAT (P(satisfiable) barely moves despite true rate spanning 0 to 1); batching 60 questions is 20x cheaper/8x faster with identical answers	123,805 requests, 138 minutes, $12.69; support-ticket control scored 0.980 throughout	jev-1.13.0	3-SAT: P(sat) varies 0.026 vs true fraction varying 1.000; support ECE 0.075; batching 20x cheaper/8x faster, identical answers; AUROC 0.878 pooled / 0.699 within-condition for unanswerable detection; authority-framed injection succeeds 147/200 vs 1/200 crude	independent dev	2026-09-19	Plan written from documentation/press before probing revealed API differs from docs in 3 ways; raw logs published separately; explicitly notes some formal tasks are off-distribution for a decision model.
https://github.com/zkousama/jagged	Prompt injection and adversarial inputs	adversarial;perturbation;consistency;calibration;failure-modes	Pre-registered study on 486 Wikipedia deletion discussions finds Jev 1.13.0 96.5% accurate/0.230 ECE at baseline, collapses to 26.5% accuracy under a one-line prompt injection, and shows a mirrored-question probability gap	486 AfD discussions, 11 runs x 3 repeats (34,632 calls)	jev-1.13.0 via Vercel AI Gateway	baseline accuracy 0.965, ECE 0.230; adversarial injection: accuracy -0.700, ECE +0.451; mirrored question P(deleted)+P(kept) averages 0.900 (not 1.0)	independent dev / researcher-style rigor	2026-09-21	Pre-registered design with placebo band and multiple-comparison correction; author flags own limitations (486 vs planned 500 items, single task/version).
https://github.com/baibizhe/jev-decision-benchmarks	Abstention and unanswerable inputs	abstention;comparison;domain-benchmark	JEV vs GPT/Llama/Qwen/xLAM on tool-selection and abstention benchmarks (MetaTool, When2Call, BFCL); JEV leads BFCL relevant-action accuracy (87.50%) and abstains best on MetaTool, but hallucinates a tool call on 76% of When2Call's no-tool cases	MetaTool 8,574 inputs; When2Call 3,652; BFCL 10,938 requests	typesafe/jev-1.13-20260917	MetaTool abstain 87.04%/88.54%; When2Call acc 74.84%, tool hallucination 76.36%; BFCL irrelevance 86.74%, relevance 87.50%	independent dev	2026-09-19	Adapter (Choice/binary) differs from paper baselines' continuation-likelihood scoring, so comparisons are descriptive, not strict same-protocol rankings.
https://github.com/jujumilk3/jev-calibration-audit	Abstention and unanswerable inputs	calibration;consistency;abstention;language;perturbation	API-only audit: removing the abstain option collapses accuracy from 0.950 to 0.000 and ECE from 0.023 to 0.793; option order, batching and Korean-language instructions show negligible effect	~7,000 API calls across KoBBQ (81k items pool) and MMLU-ProX (11,759 items, bilingual)	unstated version, direct api.typesafe.ai	Abstention removed: acc 0.950->0.000, ECE 0.023->0.793; option-order flip rate 0.005 mean shift/0 flips in 400; 50 identical requests -> 15 distinct answers	independent dev	unstated (recent, references TypeSafe's documented jaggedness)	Notes state-blind baseline scores 0.38-0.46 vs 0.15 chance, a caution for anyone benchmarking this model; explicit noise-floor correction methodology for ECE at small n.
https://github.com/scienthoon/jev-ood-calibration	Abstention and unanswerable inputs	calibration;abstention	Calibration test of Jev on 3 public benchmarks plus a contamination-free synthetic rule task; synthetic ECE is 4.4x the noise floor and the unknowable-label question is confidently wrong	OpenBookQA n=500, CommonsenseQA n=1221, HellaSwag n=2000; synthetic n=900	typesafe-ai/jev via Vercel AI Gateway (resolves jev-1.13.0-class)	ECE 0.024-0.032 on public benchmarks; synthetic ECE 0.107 (4.4x noise floor 0.024); refit T 1.30 (choice), 1.92 (score), 0.66 (noul, after correcting a quantisation artifact)	independent dev	2026-09-19	Public-benchmark contamination unknown; author publicly issued a correction to their own Refit-T numbers after a reader's finding; cross-references jev-phishing-bench and jev-exploration.
https://github.com/simonmesmith/jev-bbq-experiment	Abstention and unanswerable inputs	abstention;consistency	Jev answers all 58,492 public BBQ bias-benchmark questions at 97.28% accuracy (99.96% on ambiguous, 94.60% on informative), with position-reversal changing only 1/484 paired answers	58,492 BBQ questions (29,246 ambiguous + 29,246 informative)	Jev 1.13.0	overall 97.28% (56,900/58,492); ambiguous 99.96%; informative 94.60%; bias scores 0.04 (ambig)/0.34 (informative); order-reversal: 1/484 predictions changed	independent dev		Weakest categories: physical appearance (84.90%) and SES (85.69%) informative accuracy; author cautions this is one frozen configuration, not a general bias audit.
https://github.com/sshariqali/jev-abstentionbench	Abstention and unanswerable inputs	abstention;calibration;comparison	Runs Meta's AbstentionBench against Jev and compares to 20 published 2025 LLM systems; Jev's mean per-dataset abstention F1 of 0.855 ranks 1st, ahead of GPT-4o (0.760), via much higher recall at similar precision	5,933 questions across 16 datasets (of Meta's 31); separate 39,000-question calibration experiment	Jev (typesafe)	Jev F1 0.855 (rank 1/20) vs GPT-4o 0.760; precision/recall 0.857/0.868 vs published systems' 0.81-0.95/0.44-0.71; forward-looking answers 0.00% extreme vs 61.7% for descriptive	independent dev	2026-09-20	Compared field fixed at 2025 (no 2026 models); Jev is asked directly whereas published models are scored via an LLM-judge inferring refusal from prose -- author flags this asymmetry favors Jev.
https://backnotprop.com/blog/jev-poker	Failure modes and capability limits	failure-modes;consistency	30 solver-checked poker spots: matched the solver 63% of the time, 15 to 30 point probability swings from relabelling the same hand, bet into a made flush 16 of 16 times						
https://github.com/colinmcnamara/jev-first-look	Failure modes and capability limits	calibration;consistency;failure-modes;comparison	First-look at Jev: reproduces vendor jaggedness examples exactly, finds P(x)+P(not x) sums 0.93-1.19 over 20 negation pairs, and measures ECE ~0.09 on SST-2/AG News, comparable to a self-hosted Qwen 27B baseline that is 1.8-4.5x slower	n=500/task calibration; 60 latency calls/arm; 20 negation pairs; 3 all-wrong cases	jev-1.13.0	SST-2 acc 94.0% ECE 0.093; AG News acc 88.2% ECE 0.087; negation sum mean 1.02 (14/20 within 0.05 of 1)	independent dev	2026-09-20	"Small n, one question wording per task, famous datasets possibly seen in training; explicitly ""a first look, not a verdict."""
https://github.com/dopeCape/typesafe-ai-test	Failure modes and capability limits	consistency;perturbation;adversarial;failure-modes;calibration;comparison	Six-track stress test of Jev (~8,400 calls): confirms documented API limits exactly, finds it overconfident at low confidence bands but well-calibrated above 0.9, largely immune to prompt injection, and unable to count/sort/add	~8,400 calls across 6 tracks (single run, 21 Sep 2026)	jev-latest / jev-preview (versioned ids rejected)	repeat std dev 0.004; Noul 0.7 true only 44% of time vs >=0.9 correct 91.7%; injection flips only 2-3% of borderline answers; 12/15 LLM jobs safe to replace cheaply	independent dev	21 Sep 2026	"Very broad single-run robustness probe; explicitly documents that Jev ""can't add, sort dates, or count."""
https://github.com/etsabary/jev-deterministic-benchmark	Failure modes and capability limits	failure-modes;calibration;consistency	1,000-decision benchmark across 25 reasoning families; Jev scores 97-100% on static/relational logic tasks but only 13.2% on sequential state-mutation tasks and 33.3% on exact truth-counting, while its stated confidence is highly predictive (>=0.95 correct 492/493 times)	1,000 decisions across 25 reasoning families	jev-latest (jev-1.13.0)	sequential procedure execution 13.2%; exact truth counting 33.3%; confidence>=0.95 accuracy 99.8% (492/493); option-order semantic invariance 92.6%	independent dev	2026	Private held-out answer keys withheld from the public release specifically to prevent training contamination; interactive dashboard hosted on GitHub Pages.
https://github.com/fly2abhishek/jev-field-tests	Failure modes and capability limits	calibration;consistency;perturbation;failure-modes;adversarial;comparison	Twelve field tests plus follow-ups on Jev: 89% accuracy/0.03 ECE on 400 BoolQ items, overconfident 4-way calibration (0.998 stated vs 0.90 actual), counting/date weaknesses, and 27/28 SQL-injection and guardrail detection	~900 Jev calls across 12 scenarios; follow-up 105 records (49 Jev, 28+28 Gemini); BoolQ 400, AG News 300	jev-1.13.0	BoolQ 89% acc/ECE 0.03; AG News 84% acc, overconfident; guardrail 27/28; SQL injection 12/12; identity-swap drift <=0.01	independent dev	2026-09-20	"Author-written labels/scenarios, small n; explicitly says ""a result of 27/28 is an observation, not a benchmark."""
https://github.com/gdchaochao/lunar-terminal	Failure modes and capability limits	comparison;failure-modes;adversarial;language	Measured 327 randomized Robocode decisions show Jev's action choice near-random (Pearson r=-0.099) while its yes/no judgments score 0.94-0.96 on atomic questions	327 randomized decision windows (tank game); 5 schema attacks; 8 tickets per language; 40-call burst	unstated (via OpenRouter)	Jev policy value -2.07 vs uniform random +1.24 vs oracle +15.54; Pearson r(Jev value, outcome)=-0.099 (n=327); atomic-question accuracy 0.94-0.96	independent dev	unstated	Video-channel companion repo; author notes sample sizes are small and shown on screen; TypeSafe's own marketing claims are only quoted, not verified by this repo.
https://github.com/Maxi91f/jev_testing	Failure modes and capability limits	failure-modes	Exploratory failure analysis of jev-1.13.0 from 17 to 18 September 2026: runnable scenario scripts for observed counterexamples, explicitly selected because they failed, with a methodology report	retrospectively selected scenarios	jev-1.13.0		independent dev	2026-09-17	Not a representative benchmark; counterexamples only
https://github.com/PerryLink/llm-jev-laya-bench	Failure modes and capability limits	comparison;failure-modes;meta	Research paper/artifact: Jev and Laya as judgment layers score 0.225-0.90 on a 77-class battery; both fail tasks needing absence-detection	n=1,100 calibration battery plus several other batteries, 1,773 total API calls	TypeSafe Jev (paid tier-3 batteries)	author's own Laya scores 0.225 end-to-end vs LLM 0.75-0.90; Tier-3 batteries (incl. Jev) cost $0.0808 total across 1,773 calls	researcher/academic	2026	Author discloses a conflict of interest (maintains Laya); explicit negative result; heavy errata/audit trail; Jev is one of several judgment layers studied, not the sole subject.
https://github.com/phuryn/experiments	Failure modes and capability limits	domain-benchmark;calibration;adversarial	Hardens TypeSafe's own invoice showcase to 50 documents: Jev ties Claude Haiku 4.5 at 50/50, but a hidden house rule Jev was never told makes it wrong 19 of 24 times, 15 of them at high confidence	50 documents (32 built to break the showcase's surface cues)	unstated (TypeSafe's Decisions API)	Jev 50/50 at $0.025/1,000 decisions (tied with Haiku 4.5); with an untold house rule: wrong 19/24 times, 15 of those >0.90 confidence; open models 48/50	independent dev	2026-09-19	Part of a large general experiments repo (many non-Jev entries); this entry directly targets and stress-tests Jev's own vendor showcase task and finds its 'hundreds of times cheaper' framing is a property of the denominator.
https://primeline.cc/blog/typesafe-jev-pre-registered-test	Failure modes and capability limits	calibration;failure-modes;adversarial;consistency	About 9,750 calls with pass/fail bars written before the runs: 12 probes of TypeSafe's documented failure modes, 4 real and 8 refuted; 2 of 7 recommended wording fixes null; 40-pair injection test 22.5% misclassified; Choice confidence shown to equal (N*p_max-1)/(N-1)						
https://github.com/priorbench/jev	Failure modes and capability limits	calibration;abstention;failure-modes;perturbation;comparison;domain-benchmark	"Pre-registered independent evaluation of Jev (5,721 calls, 21 experiments): 95.9% zero-shot accuracy, but 0/30 out-of-scope inputs flagged without an explicit ""none"" option, and reliable only above 0.99 confidence"	400-item benchmark; 50 pre-registered predictions; 5,721 total API calls	typesafe/jev-1.13-20260917 via OpenRouter	95.9% zero-shot acc vs 77.2% keywords vs 66.0% TF-IDF+LR; accuracy flat 0.50-0.95 confidence then jumps to 100% at >=0.99 (60.2% coverage); 99.6% on 13 numeric-comparison designs (contradicting vendor docs); 0/30 out-of-scope flagged	independent dev	2026-09-20	Pre-registered (26/50 predictions confirmed); publishes falsified hypotheses and a systematic optimism bias in the authors' own predictions; single location/day/model version.
https://github.com/pycodinglec/jev-csat-math-probe	Failure modes and capability limits	failure-modes	Three Korean CSAT math problems used to probe where Jev stops working as a reasoner and works only as a typed decision model	n=3	unstated		independent dev		n=3, qualitative
